Life,Ki,KiRecovery,Weight,Pulse,Ninjutsu,NinjutsuCapacity,Onmyo,OnmyoCapacity,Fire,Water,Lightning,Poison,Paralysis
522,0,0,24.5,0,0,0,0,0,0,0,0,0,0
524,0,0,24.5,0,0,0,0,0,0,0,0,0,0
526,0,0,24.5,0,0,0,0,0,0,0,0,0,0
528,0,0,24.5,0,0,0,0,0,0,0,0,0,0
530,0,0,24.6,0,0,0,0,0,0,0,0,0,0
532,0,0,24.6,0,0,0,0,0,0,0,0,0,0
534,0,0,24.6,0,0,0,0,0,0,0,0,0,0
536,0,0,24.6,0,0,0,0,0,0,0,0,0,0
538,0,0,24.6,0,0,0,0,0,0,0,0,0,0
540,0,0,24.6,0,0,0,0,0,0,0,0,0,0
542,0,0,24.6,0,0,0,0,0,0,0,0,0,0
544,0,0,24.6,0,0,0,0,0,0,0,0,0,0
546,0,0,24.6,0,0,0,0,0,0,0,0,0,0
548,0,0,24.6,0,0,0,0,0,0,0,0,0,0
550,0,0,24.7,0,0,0,0,0,0,0,0,0,0
552,0,0,24.7,0,0,0,0,0,0,0,0,0,0
554,0,0,24.7,0,0,0,0,0,0,0,0,0,0
556,0,0,24.7,0,0,0,0,0,0,0,0,0,0
558,0,0,24.7,0,0,0,0,0,0,0,0,0,0
560,0,0,24.7,0,0,0,0,0,0,0,0,0,0
562,0,0,24.7,0,0,0,0,0,0,0,0,0,0
564,0,0,24.7,0,0,0,0,0,0,0,0,0,0
566,0,0,24.7,0,0,0,0,0,0,0,0,0,0
568,0,0,24.7,0,0,0,0,0,0,0,0,0,0
570,0,0,24.8,0,0,0,0,0,0,0,0,0,0
572,0,0,24.8,0,0,0,0,0,0,0,0,0,0
574,0,0,24.8,0,0,0,0,0,0,0,0,0,0
576,0,0,24.8,0,0,0,0,0,0,0,0,0,0
578,0,0,24.8,0,0,0,0,0,0,0,0,0,0
580,0,0,24.8,0,0,0,0,0,0,0,0,0,0
582,0,0,24.8,0,0,0,0,0,0,0,0,0,0
584,0,0,24.8,0,0,0,0,0,0,0,0,0,0
586,0,0,24.8,0,0,0,0,0,0,0,0,0,0
588,0,0,24.8,0,0,0,0,0,0,0,0,0,0
590,0,0,24.9,0,0,0,0,0,0,0,0,0,0
592,0,0,24.9,0,0,0,0,0,0,0,0,0,0
594,0,0,24.9,0,0,0,0,0,0,0,0,0,0
596,0,0,24.9,0,0,0,0,0,0,0,0,0,0
598,0,0,24.9,0,0,0,0,0,0,0,0,0,0
600,0,0,24.9,0,0,0,0,0,0,0,0,0,0
602,0,0,24.9,0,0,0,0,0,0,0,0,0,0
604,0,0,24.9,0,0,0,0,0,0,0,0,0,0
606,0,0,24.9,0,0,0,0,0,0,0,0,0,0
608,0,0,24.9,0,0,0,0,0,0,0,0,0,0
610,0,0,25,0,0,0,0,0,0,0,0,0,0
612,0,0,25,0,0,0,0,0,0,0,0,0,0
614,0,0,25,0,0,0,0,0,0,0,0,0,0
616,0,0,25,0,0,0,0,0,0,0,0,0,0
618,0,0,25,0,0,0,0,0,0,0,0,0,0
620,0,0,25,0,0,0,0,0,0,0,0,0,0
622,0,0,25,0,0,0,0,0,0,0,0,0,0
624,0,0,25,0,0,0,0,0,0,0,0,0,0
626,0,0,25,0,0,0,0,0,0,0,0,0,0
628,0,0,25,0,0,0,0,0,0,0,0,0,0
630,0,0,25.1,0,0,0,0,0,0,0,0,0,0
632,0,0,25.1,0,0,0,0,0,0,0,0,0,0
634,0,0,25.1,0,0,0,0,0,0,0,0,0,0
636,0,0,25.1,0,0,0,0,0,0,0,0,0,0
638,0,0,25.1,0,0,0,0,0,0,0,0,0,0
640,0,0,25.1,0,0,0,0,0,0,0,0,0,0
642,0,0,25.1,0,0,0,0,0,0,0,0,0,0
644,0,0,25.1,0,0,0,0,0,0,0,0,0,0
646,0,0,25.1,0,0,0,0,0,0,0,0,0,0
648,0,0,25.1,0,0,0,0,0,0,0,0,0,0
650,0,0,25.2,0,0,0,0,0,0,0,0,0,0
652,0,0,25.2,0,0,0,0,0,0,0,0,0,0
654,0,0,25.2,0,0,0,0,0,0,0,0,0,0
656,0,0,25.2,0,0,0,0,0,0,0,0,0,0
658,0,0,25.2,0,0,0,0,0,0,0,0,0,0
660,0,0,25.2,0,0,0,0,0,0,0,0,0,0
662,0,0,25.2,0,0,0,0,0,0,0,0,0,0
664,0,0,25.2,0,0,0,0,0,0,0,0,0,0
666,0,0,25.2,0,0,0,0,0,0,0,0,0,0
668,0,0,25.2,0,0,0,0,0,0,0,0,0,0
670,0,0,25.3,0,0,0,0,0,0,0,0,0,0
672,0,0,25.3,0,0,0,0,0,0,0,0,0,0
674,0,0,25.3,0,0,0,0,0,0,0,0,0,0
676,0,0,25.3,0,0,0,0,0,0,0,0,0,0
678,0,0,25.3,0,0,0,0,0,0,0,0,0,0
680,0,0,25.3,0,0,0,0,0,0,0,0,0,0
682,0,0,25.3,0,0,0,0,0,0,0,0,0,0
684,0,0,25.3,0,0,0,0,0,0,0,0,0,0
686,0,0,25.3,0,0,0,0,0,0,0,0,0,0
688,0,0,25.3,0,0,0,0,0,0,0,0,0,0
690,0,0,25.4,0,0,0,0,0,0,0,0,0,0
692,0,0,25.4,0,0,0,0,0,0,0,0,0,0
694,0,0,25.4,0,0,0,0,0,0,0,0,0,0
696,0,0,25.4,0,0,0,0,0,0,0,0,0,0
698,0,0,25.4,0,0,0,0,0,0,0,0,0,0
700,0,0,25.4,0,0,0,0,0,0,0,0,0,0
702,0,0,25.4,0,0,0,0,0,0,0,0,0,0
704,0,0,25.4,0,0,0,0,0,0,0,0,0,0
706,0,0,25.4,0,0,0,0,0,0,0,0,0,0
708,0,0,25.4,0,0,0,0,0,0,0,0,0,0
710,0,0,25.5,0,0,0,0,0,0,0,0,0,0
