Life,Ki,KiRecovery,Weight,Pulse,Ninjutsu,NinjutsuCapacity,Onmyo,OnmyoCapacity,Fire,Water,Lightning,Poison,Paralysis
1460,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1465,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1470,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1475,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1480,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1485,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1490,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1495,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1500,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1505,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1510,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1515,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1520,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1525,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1530,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1535,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1540,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1545,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1550,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1555,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1560,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1565,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1570,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1575,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1580,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1585,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1590,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1595,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1600,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1605,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1610,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1615,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1620,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1625,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1630,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1635,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1640,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1645,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1650,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1655,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1660,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1665,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1670,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1675,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1680,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1685,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1690,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1695,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1700,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1705,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1710,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1715,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1720,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1725,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1730,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1735,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1740,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1745,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1750,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1755,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1760,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1765,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1770,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1775,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1780,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1785,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1790,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1795,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1800,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1805,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1810,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1815,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1820,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1825,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1830,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1835,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1840,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1845,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1850,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1855,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1860,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1865,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1870,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1875,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1880,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1885,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1890,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1895,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1900,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1905,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1910,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1915,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1920,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1925,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1930,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1935,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1940,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1945,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1950,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1955,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
1960,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4
